date,city,temp_max,temp_min,rainfall
2018-07-24,Chennai,35.9,28.0,1.0
2018-07-25,Chennai,36.0,27.9,0.5
2018-07-26,Chennai,35.2,26.0,7.5
2018-07-27,Chennai,34.5,26.0,3.9
2018-07-28,Chennai,35.0,27.1,0.6
2018-07-29,Chennai,35.9,24.5,3.9
2018-07-30,Chennai,35.2,27.5,0.4
2018-07-31,Chennai,35.0,27.7,1.4
2018-08-01,Chennai,35.4,27.9,2.0
2018-08-02,Chennai,35.6,28.0,0.4
2018-08-03,Chennai,36.2,26.5,0.7
2018-08-04,Chennai,35.9,26.1,2.0
2018-08-05,Chennai,35.5,26.1,0.9
2018-08-06,Chennai,36.6,27.6,0.0
2018-08-07,Chennai,34.3,27.6,0.7
2018-08-08,Chennai,35.6,26.8,0.5
2018-08-09,Chennai,35.5,25.9,4.2
2018-08-10,Chennai,34.1,25.7,6.0
2018-08-11,Chennai,27.7,24.6,14.2
2018-08-12,Chennai,32.2,26.3,0.0
2018-08-13,Chennai,34.1,25.6,0.0
2018-08-14,Chennai,28.5,25.6,19.6
2018-08-15,Chennai,29.2,24.9,20.2
2018-08-16,Chennai,33.6,26.4,0.5
2018-08-17,Chennai,34.6,26.3,0.8
2018-08-18,Chennai,35.2,27.0,0.8
2018-08-19,Chennai,34.2,27.9,0.2
2018-08-20,Chennai,34.6,28.0,0.3
2018-08-21,Chennai,35.5,27.2,0.0
2018-08-22,Chennai,34.9,27.7,1.3
2018-08-23,Chennai,34.7,25.9,7.0
2018-08-24,Chennai,33.0,24.5,3.2
2018-08-25,Chennai,31.2,25.4,0.1
2018-08-26,Chennai,34.3,25.5,1.1
2018-08-27,Chennai,33.6,25.2,11.9
2018-08-28,Chennai,33.1,25.1,0.5
2018-08-29,Chennai,33.3,25.3,1.5
2018-08-30,Chennai,33.9,26.6,3.7
2018-08-31,Chennai,31.7,24.7,8.2
2018-09-01,Chennai,31.9,24.7,0.3
2018-09-02,Chennai,33.0,26.6,2.8
2018-09-03,Chennai,32.0,26.4,0.7
2018-09-04,Chennai,32.6,26.7,2.7
2018-09-05,Chennai,32.3,25.5,2.5
2018-09-06,Chennai,34.1,26.4,0.3
2018-09-07,Chennai,35.1,26.5,0.4
2018-09-08,Chennai,32.7,27.0,0.3
2018-09-09,Chennai,32.8,26.1,0.4
2018-09-10,Chennai,32.0,26.7,3.6
2018-09-11,Chennai,32.2,26.4,0.2
2018-09-12,Chennai,31.6,26.1,2.0
2018-09-13,Chennai,33.6,26.0,5.8
2018-09-14,Chennai,33.9,26.0,1.4
2018-09-15,Chennai,33.9,25.2,2.6
2018-09-16,Chennai,34.5,25.0,13.1
2018-09-17,Chennai,30.5,24.5,19.6
2018-09-18,Chennai,31.3,25.0,16.2
2018-09-19,Chennai,29.1,24.6,9.3
2018-09-20,Chennai,31.3,25.4,0.4
2018-09-21,Chennai,32.7,25.8,7.1
2018-09-22,Chennai,30.7,25.4,0.0
2018-09-23,Chennai,30.8,26.5,1.1
2018-09-24,Chennai,30.3,25.1,1.4
2018-09-25,Chennai,30.5,25.4,0.9
2018-09-26,Chennai,30.5,25.3,1.1
2018-09-27,Chennai,30.2,26.0,1.6
2018-09-28,Chennai,29.8,26.0,0.8
2018-09-29,Chennai,30.4,25.9,1.2
2018-09-30,Chennai,31.0,26.1,0.3
2018-10-01,Chennai,31.2,26.5,1.3
2018-10-02,Chennai,31.2,26.1,1.5
2018-10-03,Chennai,31.1,26.0,4.3
2018-10-04,Chennai,27.9,25.5,19.6
2018-10-05,Chennai,28.9,25.3,18.1
2018-10-06,Chennai,30.0,25.2,5.0
2018-10-07,Chennai,29.8,25.1,1.8
2018-10-08,Chennai,29.9,25.5,4.3
2018-10-09,Chennai,32.1,24.7,0.0
2018-10-10,Chennai,33.6,24.5,0.0
2018-10-11,Chennai,33.8,24.8,0.1
2018-10-12,Chennai,33.6,25.2,0.4
2018-10-13,Chennai,31.9,26.6,0.0
2018-10-14,Chennai,31.3,26.4,0.3
2018-10-15,Chennai,30.4,26.6,1.6
2018-10-16,Chennai,30.0,25.2,8.3
2018-10-17,Chennai,29.3,23.9,15.7
2018-10-18,Chennai,29.1,23.3,9.4
2018-10-19,Chennai,29.2,24.7,0.7
2018-10-20,Chennai,30.3,24.2,5.4
2018-10-21,Chennai,28.0,25.3,16.6
2018-10-22,Chennai,30.0,24.8,0.0
2018-10-23,Chennai,29.8,22.7,0.0
2018-10-24,Chennai,29.9,22.5,0.0
2018-10-25,Chennai,30.4,25.5,0.0
2018-10-26,Chennai,30.3,26.0,0.0
2018-10-27,Chennai,30.9,25.6,0.0
2018-10-28,Chennai,30.5,25.1,0.4
2018-10-29,Chennai,31.1,24.5,0.0
2018-10-30,Chennai,28.8,25.0,11.9
2018-10-31,Chennai,28.0,24.7,13.6
2018-11-01,Chennai,26.8,24.4,25.6
2018-11-02,Chennai,28.8,24.8,13.0
2018-11-03,Chennai,29.9,25.1,3.5
2018-11-04,Chennai,29.2,25.0,3.5
2018-11-05,Chennai,29.8,26.2,0.7
2018-11-06,Chennai,29.4,25.0,1.9
2018-11-07,Chennai,29.4,25.1,0.0
2018-11-08,Chennai,29.6,24.5,0.1
2018-11-09,Chennai,29.9,25.6,0.1
2018-11-10,Chennai,29.8,23.7,0.0
2018-11-11,Chennai,29.9,23.1,0.1
2018-11-12,Chennai,29.8,22.6,0.0
2018-11-13,Chennai,30.6,21.7,0.0
2018-11-14,Chennai,31.3,22.6,0.0
2018-11-15,Chennai,28.6,25.1,13.4
2018-11-16,Chennai,28.9,25.2,2.9
2018-11-17,Chennai,29.9,24.1,1.0
2018-11-18,Chennai,29.6,25.5,2.4
2018-11-19,Chennai,29.9,25.3,2.1
2018-11-20,Chennai,28.9,24.4,26.5
2018-11-21,Chennai,25.8,24.1,76.7
2018-11-22,Chennai,25.9,24.3,62.9
2018-11-23,Chennai,26.7,24.4,21.2
2018-11-24,Chennai,28.8,25.0,0.0
2018-11-25,Chennai,28.4,23.6,0.3
2018-11-26,Chennai,28.1,22.7,0.0
2018-11-27,Chennai,28.0,23.3,0.0
2018-11-28,Chennai,28.5,22.2,0.2
2018-11-29,Chennai,28.1,25.1,1.6
2018-11-30,Chennai,28.4,24.8,0.0
2018-12-01,Chennai,28.1,22.2,0.1
2018-12-02,Chennai,27.4,22.5,3.4
2018-12-03,Chennai,28.2,24.1,2.5
2018-12-04,Chennai,28.4,23.5,5.8
2018-12-05,Chennai,27.4,24.4,6.9
2018-12-06,Chennai,28.8,24.0,1.4
2018-12-07,Chennai,28.5,24.6,0.8
2018-12-08,Chennai,28.5,25.0,0.1
2018-12-09,Chennai,28.4,23.9,0.2
2018-12-10,Chennai,28.2,21.9,0.0
2018-12-11,Chennai,28.1,23.2,0.0
2018-12-12,Chennai,29.0,22.5,0.0
2018-12-13,Chennai,28.9,22.9,0.0
2018-12-14,Chennai,28.6,23.7,1.4
2018-12-15,Chennai,27.8,24.4,1.1
2018-12-16,Chennai,25.4,20.4,12.8
2018-12-17,Chennai,28.9,21.8,0.0
2018-12-18,Chennai,27.2,20.5,0.0
2018-12-19,Chennai,26.2,19.9,0.0
2018-12-20,Chennai,28.2,20.2,0.0
2018-12-21,Chennai,27.8,23.7,1.6
2018-12-22,Chennai,27.9,23.9,1.3
2018-12-23,Chennai,27.7,24.3,0.3
2018-12-24,Chennai,27.6,23.9,0.0
2018-12-25,Chennai,27.6,22.7,0.0
2018-12-26,Chennai,27.7,21.8,0.0
2018-12-27,Chennai,27.7,21.6,0.0
2018-12-28,Chennai,27.5,23.0,0.3
2018-12-29,Chennai,26.6,23.6,0.7
2018-12-30,Chennai,26.8,23.0,1.5
2018-12-31,Chennai,26.4,22.4,0.0
2019-01-01,Chennai,26.0,21.3,0.0
2019-01-02,Chennai,26.4,22.4,0.0
2019-01-03,Chennai,27.0,21.9,0.0
2019-01-04,Chennai,26.9,21.8,0.0
2019-01-05,Chennai,27.2,21.5,0.0
2019-01-06,Chennai,27.1,19.4,0.0
2019-01-07,Chennai,28.0,21.8,0.5
2019-01-08,Chennai,28.6,19.8,0.0
2019-01-09,Chennai,27.5,18.5,0.0
2019-01-10,Chennai,27.3,20.8,0.0
2019-01-11,Chennai,27.7,22.0,0.1
2019-01-12,Chennai,27.4,20.7,0.0
2019-01-13,Chennai,27.7,21.4,0.1
2019-01-14,Chennai,27.2,21.9,0.0
2019-01-15,Chennai,27.3,20.6,0.0
2019-01-16,Chennai,27.5,20.1,0.0
2019-01-17,Chennai,27.7,20.6,0.4
2019-01-18,Chennai,27.3,20.2,0.0
2019-01-19,Chennai,27.2,20.0,0.0
2019-01-20,Chennai,27.5,19.4,0.0
2019-01-21,Chennai,27.1,19.6,0.0
2019-01-22,Chennai,27.5,20.1,0.0
2019-01-23,Chennai,27.9,20.9,0.0
2019-01-24,Chennai,28.0,21.0,0.0
2019-01-25,Chennai,28.0,22.8,0.6
2019-01-26,Chennai,28.3,22.7,0.5
2019-01-27,Chennai,28.0,23.4,0.2
2019-01-28,Chennai,28.0,23.7,0.0
2019-01-29,Chennai,28.2,22.3,0.2
2019-01-30,Chennai,27.7,23.1,0.5
2019-01-31,Chennai,27.5,23.4,1.0
2019-02-01,Chennai,27.8,22.3,0.0
2019-02-02,Chennai,28.3,21.1,0.0
2019-02-03,Chennai,28.4,21.0,0.0
2019-02-04,Chennai,27.9,23.6,1.7
2019-02-05,Chennai,28.7,23.2,0.0
2019-02-06,Chennai,29.1,21.4,0.0
2019-02-07,Chennai,28.9,21.1,0.0
2019-02-08,Chennai,29.8,23.5,0.0
2019-02-09,Chennai,29.7,23.7,0.3
2019-02-10,Chennai,29.6,23.9,1.1
2019-02-11,Chennai,29.2,24.9,0.8
2019-02-12,Chennai,28.9,24.2,0.0
2019-02-13,Chennai,28.9,23.2,0.0
2019-02-14,Chennai,29.1,21.9,0.0
2019-02-15,Chennai,29.6,22.1,0.0
2019-02-16,Chennai,29.9,23.2,0.0
2019-02-17,Chennai,30.2,24.2,1.0
2019-02-18,Chennai,30.9,24.8,0.2
2019-02-19,Chennai,30.0,25.2,0.6
2019-02-20,Chennai,30.0,24.3,0.0
2019-02-21,Chennai,30.2,23.6,0.0
2019-02-22,Chennai,31.2,21.8,0.0
2019-02-23,Chennai,32.2,19.5,0.0
2019-02-24,Chennai,32.0,21.0,0.0
2019-02-25,Chennai,30.4,22.1,0.0
2019-02-26,Chennai,31.1,23.6,0.0
2019-02-27,Chennai,31.0,24.6,0.4
2019-02-28,Chennai,30.4,25.4,0.8
2019-03-01,Chennai,30.5,25.6,1.1
2019-03-02,Chennai,30.2,26.0,0.0
2019-03-03,Chennai,30.4,24.7,0.5
2019-03-04,Chennai,30.9,24.5,0.0
2019-03-05,Chennai,32.7,25.0,0.0
2019-03-06,Chennai,33.7,25.6,0.0
2019-03-07,Chennai,32.9,26.3,0.0
2019-03-08,Chennai,31.5,26.4,0.0
2019-03-09,Chennai,30.8,25.5,1.2
2019-03-10,Chennai,31.4,25.2,0.2
2019-03-11,Chennai,31.2,24.7,0.0
2019-03-12,Chennai,31.5,23.5,0.0
2019-03-13,Chennai,31.2,22.6,0.0
2019-03-14,Chennai,31.9,22.6,0.0
2019-03-15,Chennai,31.9,22.2,0.0
2019-03-16,Chennai,31.4,23.3,0.0
2019-03-17,Chennai,30.9,23.9,1.0
2019-03-18,Chennai,31.0,23.0,0.0
2019-03-19,Chennai,31.6,24.0,0.0
2019-03-20,Chennai,31.6,24.7,0.0
2019-03-21,Chennai,31.8,23.7,0.0
2019-03-22,Chennai,32.0,25.1,0.0
2019-03-23,Chennai,32.3,25.1,0.0
2019-03-24,Chennai,32.7,24.6,0.0
2019-03-25,Chennai,32.2,24.3,0.0
2019-03-26,Chennai,32.6,25.3,0.0
2019-03-27,Chennai,31.8,23.9,0.0
2019-03-28,Chennai,34.0,23.5,0.0
2019-03-29,Chennai,33.0,24.7,0.0
2019-03-30,Chennai,33.2,24.4,0.0
2019-03-31,Chennai,34.3,24.7,0.0
2019-04-01,Chennai,33.9,26.0,0.0
2019-04-02,Chennai,33.2,24.9,0.0
2019-04-03,Chennai,32.3,24.9,0.0
2019-04-04,Chennai,32.6,25.6,0.0
2019-04-05,Chennai,32.9,25.2,0.1
2019-04-06,Chennai,33.5,26.0,0.0
2019-04-07,Chennai,34.0,25.9,0.0
2019-04-08,Chennai,33.0,26.6,0.1
2019-04-09,Chennai,32.7,27.2,0.2
2019-04-10,Chennai,33.0,27.0,0.0
2019-04-11,Chennai,33.3,26.1,0.0
2019-04-12,Chennai,33.8,25.8,0.0
2019-04-13,Chennai,33.9,25.0,0.0
2019-04-14,Chennai,33.7,25.2,0.0
2019-04-15,Chennai,33.7,24.9,0.0
2019-04-16,Chennai,34.5,24.7,0.0
2019-04-17,Chennai,33.7,26.5,0.0
2019-04-18,Chennai,33.4,27.0,0.0
2019-04-19,Chennai,32.9,27.6,1.8
2019-04-20,Chennai,33.3,27.4,0.1
2019-04-21,Chennai,34.0,27.5,0.5
2019-04-22,Chennai,33.5,27.7,0.0
2019-04-23,Chennai,33.8,27.4,0.0
2019-04-24,Chennai,33.6,25.9,0.0
2019-04-25,Chennai,33.8,26.1,0.0
2019-04-26,Chennai,34.2,26.3,0.0
2019-04-27,Chennai,34.4,27.2,0.0
2019-04-28,Chennai,33.7,26.4,0.0
2019-04-29,Chennai,33.8,28.1,0.2
2019-04-30,Chennai,35.2,27.9,0.0
2019-05-01,Chennai,36.6,28.6,0.7
2019-05-02,Chennai,40.1,28.7,0.0
2019-05-03,Chennai,38.0,29.0,0.0
2019-05-04,Chennai,36.6,28.7,0.0
2019-05-05,Chennai,35.2,28.3,0.0
2019-05-06,Chennai,35.6,28.7,0.0
2019-05-07,Chennai,37.2,28.7,0.0
2019-05-08,Chennai,39.0,29.6,0.0
2019-05-09,Chennai,38.8,29.6,0.0
2019-05-10,Chennai,36.4,29.1,0.0
2019-05-11,Chennai,34.7,28.2,0.0
2019-05-12,Chennai,33.6,27.1,0.0
2019-05-13,Chennai,33.8,27.4,0.0
2019-05-14,Chennai,33.9,27.6,0.0
2019-05-15,Chennai,34.5,28.2,0.0
2019-05-16,Chennai,34.1,28.1,0.0
2019-05-17,Chennai,34.4,28.4,0.0
2019-05-18,Chennai,34.1,27.5,0.0
2019-05-19,Chennai,34.6,27.3,0.0
2019-05-20,Chennai,35.2,27.0,0.0
2019-05-21,Chennai,34.9,27.6,0.0
2019-05-22,Chennai,34.3,27.7,0.0
2019-05-23,Chennai,34.3,28.3,0.0
2019-05-24,Chennai,34.3,27.6,0.1
2019-05-25,Chennai,35.5,27.9,0.0
2019-05-26,Chennai,35.6,28.4,0.0
2019-05-27,Chennai,35.1,28.5,0.0
2019-05-28,Chennai,35.9,28.3,0.0
2019-05-29,Chennai,35.7,29.2,0.0
2019-05-30,Chennai,35.7,28.7,0.1
2019-05-31,Chennai,34.2,26.8,2.0
2019-06-01,Chennai,37.7,29.1,0.0
2019-06-02,Chennai,37.6,28.7,0.0
2019-06-03,Chennai,36.1,28.8,0.0
2019-06-04,Chennai,35.1,28.5,0.0
2019-06-05,Chennai,34.6,27.4,0.3
2019-06-06,Chennai,34.6,27.7,0.0
2019-06-07,Chennai,34.7,28.2,0.0
2019-06-08,Chennai,35.9,28.7,0.1
2019-06-09,Chennai,38.4,28.8,0.0
2019-06-10,Chennai,38.3,29.9,0.0
2019-06-11,Chennai,35.8,30.1,0.0
2019-06-12,Chennai,37.1,30.2,0.0
2019-06-13,Chennai,38.2,30.4,0.3
2019-06-14,Chennai,38.0,29.9,0.1
2019-06-15,Chennai,38.1,29.9,0.0
2019-06-16,Chennai,39.4,29.9,0.1
2019-06-17,Chennai,39.8,29.7,0.0
2019-06-18,Chennai,36.0,28.7,0.0
2019-06-19,Chennai,38.6,29.8,0.1
2019-06-20,Chennai,38.6,28.1,1.2
2019-06-21,Chennai,35.2,27.3,1.0
2019-06-22,Chennai,37.3,28.5,1.7
2019-06-23,Chennai,35.7,27.0,1.1
2019-06-24,Chennai,32.4,26.8,1.1
2019-06-25,Chennai,32.2,27.2,7.9
2019-06-26,Chennai,31.8,26.4,27.0
2019-06-27,Chennai,34.6,26.4,5.5
2019-06-28,Chennai,35.2,26.6,4.1
2019-06-29,Chennai,37.0,28.3,0.1
2019-06-30,Chennai,36.2,28.4,0.1
2019-07-01,Chennai,36.7,28.0,0.2
2019-07-02,Chennai,35.6,28.1,0.7
2019-07-03,Chennai,35.9,28.7,1.0
2019-07-04,Chennai,36.3,28.9,0.5
2019-07-05,Chennai,35.1,29.3,1.0
2019-07-06,Chennai,35.3,29.3,0.0
2019-07-07,Chennai,37.0,29.4,0.0
2019-07-08,Chennai,37.7,29.4,0.0
2019-07-09,Chennai,36.7,27.8,1.2
2019-07-10,Chennai,34.9,25.3,0.1
2019-07-11,Chennai,34.3,26.9,0.3
2019-07-12,Chennai,33.7,26.1,1.9
2019-07-13,Chennai,33.1,26.6,0.8
2019-07-14,Chennai,33.5,26.6,0.3
2019-07-15,Chennai,33.9,26.3,1.7
2019-07-16,Chennai,33.9,26.4,0.0
2019-07-17,Chennai,33.0,27.2,0.5
2019-07-18,Chennai,34.3,26.3,10.0
2019-07-19,Chennai,32.1,26.0,2.0
2019-07-20,Chennai,32.1,27.0,2.4
2019-07-21,Chennai,33.9,26.5,3.4
2019-07-22,Chennai,27.8,25.7,11.5
2019-07-23,Chennai,30.8,25.2,11.0
2019-07-24,Chennai,33.1,25.9,4.9
2019-07-25,Chennai,32.3,25.0,2.9
2019-07-26,Chennai,31.7,26.3,4.8
2019-07-27,Chennai,31.4,26.6,0.9
2019-07-28,Chennai,33.0,26.9,1.6
2019-07-29,Chennai,33.0,26.4,0.0
2019-07-30,Chennai,33.5,26.6,0.0
2019-07-31,Chennai,34.1,27.0,0.0
2019-08-01,Chennai,33.9,27.7,0.0
2019-08-02,Chennai,32.5,26.8,0.2
2019-08-03,Chennai,34.2,27.2,0.0
2019-08-04,Chennai,35.3,27.6,0.3
